,summary,Hazard,Causes,Impacts,Mitigation,word
Katastrophenschutz-Organisation,12.571507443757314,-0.05898288310781658,-0.017687069802945828,0.04002141751796174,0.03163486516562067,Katastrophenschutz-Organisation
südmersen katastrophe+n+schutz+-+organisation,12.571507443757314,-0.05898288310781658,-0.017687069802945828,0.04002141751796174,0.03163486516562067,südmersen katastrophe+n+schutz+-+organisation
fire,10.295783202111918,-0.028130000220154026,-0.014487706369779203,0.026122551394618686,0.013608265079369412,fire
katastrophe+n+schutz+-+organisation fire,10.295783202111918,-0.028130000220154026,-0.014487706369779203,0.026122551394618686,0.013608265079369412,katastrophe+n+schutz+-+organisation fire
Alle,11.525827465695274,-0.04969004860741489,-0.01989118500571254,0.042703212782553096,0.02086808756384231,Alle
fire all+e,10.05147017563139,-0.02325997766222838,-0.015498471812191869,0.027505689005960687,0.007626972775083991,fire all+e
Ressourcen,6.3061073163440735,-0.00686185802545655,-0.017652519979537887,0.023316756204584194,-0.0026124423310323816,Ressourcen
all+e ressource+n,6.3061073163440735,-0.00686185802545655,-0.017652519979537887,0.023316756204584194,-0.0026124423310323816,all+e ressource+n
darauf,16.034953104258534,-0.12260184047329191,-0.05081148425985177,0.09333191826525175,0.05921432088516845,darauf
ressource+n darauf,6.164720233714324,0.0020986667004676655,-0.028771836123102478,0.04730956847106573,-0.03279182577616208,ressource+n darauf
verwendet,6.166769900598237,0.0008567204422640009,-0.038544656236157146,0.06910566828246595,-0.05106496615891048,verwendet
darauf verwend+et,6.166769900598237,0.0008567204422640009,-0.038544656236157146,0.06910566828246595,-0.05106496615891048,darauf verwend+et
verwend+et gebäude,6.447694178534394,-0.03953148599059145,-0.08899668642317299,0.1810949815920748,-0.12145511746182261,verwend+et gebäude
schützen,23.539968434670325,0.16569875160231792,0.03885968596363926,-0.09059687660012498,-0.14762116638314068,schützen
gebäude schütz+en,6.144802643100359,0.03241785133624134,-0.02492530491492788,0.04985984258008278,-0.07776334700773786,gebäude schütz+en
un…,8.496782195027725,-0.017141050159203995,-0.018659335701657846,0.042733357529625475,-0.015993707710477006,un…
schütz+en un…,6.232926316634474,0.05854322335388233,-0.006915768239497794,0.006817671922981483,-0.07144404999676235,schütz+en un…
un… kalifornien,6.352554520704019,0.07743471338841211,0.003425691303478846,-0.018964117315260785,-0.0732125171815382,un… kalifornien
+141,6.089668338894953,-0.026598145355319062,-0.0111329658514265,0.00989648227255554,0.029077610887283237,+141
all+e +141,6.089668338894953,-0.026598145355319062,-0.0111329658514265,0.00989648227255554,0.029077610887283237,all+e +141
+141 chars,5.997873821740147,-0.025177937669510802,-0.010849166817931662,0.00877557514981531,0.02866358853549974,+141 chars
flucht rund,7.297220038112126,0.04914750734628302,0.008977568351710537,-0.035739392970711825,-0.022208923381692787,flucht rund
rund los,55.492656672530785,0.14334745506821706,0.04074439357585247,-0.10183164765126723,-0.10192763842887508,rund los
wüt+en drei,7.488282077198903,0.19572401335785095,0.08421939796119012,-0.16770364763599538,-0.15763717667332455,wüt+en drei
drei wald+brand+e,8.149126069385774,0.2944262518186189,0.11542827428978157,-0.2635768992447941,-0.2590045539733179,drei wald+brand+e
Windböen,8.395331651883513,0.018923719783351344,0.3794481301385256,-0.3229030787404517,-0.21719138099946445,Windböen
stark+e windbö+en,7.080672713329085,0.036461062167598014,0.2324566195606258,-0.15259620230761983,-0.1739597025006467,stark+e windbö+en
erschweren,12.585210348010495,-0.06136518568055036,0.11075938550196826,-0.025715795920456166,-0.03503343692325598,erschweren
windbö+en erschwer+en,6.533095460242854,0.05036255374183212,0.12120418790441635,-0.07781620587946964,-0.11608677105222592,windbö+en erschwer+en
erschwer+en lösch+arbeit+en,9.785777327051754,-0.0177215873310508,0.06790886232737535,-0.004645399494640638,-0.05633711787536254,erschwer+en lösch+arbeit+en
werd+en zerstör+t,5.739028623506741,-0.009951662495966193,-0.0059049851604414385,0.042977681952958896,-0.039412625377013726,werd+en zerstör+t
zerstör+t betreff+en,5.576193976419009,-0.004957803537873845,-0.0034221746928557147,0.01699447078887535,-0.012661129446284685,zerstör+t betreff+en
Anwesen,5.333391739847845,-0.008865597653683624,-0.011125118429795086,-0.015335243400318423,0.041383706645341224,Anwesen
betreff+en anwesen,5.333391739847845,-0.008865597653683624,-0.011125118429795086,-0.015335243400318423,0.041383706645341224,betreff+en anwesen
Schauspielern,5.259279579882685,-0.01562890243031845,-0.01910725591624934,-0.028289786633846254,0.07244712196798196,Schauspielern
anwesen schauspielern,5.259279579882685,-0.01562890243031845,-0.01910725591624934,-0.028289786633846254,0.07244712196798196,anwesen schauspielern
Löschfahrzeuge,5.21782038783253,-0.031199143971327184,-0.035831472261037424,-0.048731802837542214,0.12777634001583357,Löschfahrzeuge
Feuerwehren,94.09243765554909,-0.1906379356401095,-0.13914074799660942,-0.05559621703414335,0.3467716944236273,Feuerwehren
lösch+fahrzeug+e feuer+wehr+en,5.545339685794249,-0.11864140623365865,-0.1243414153092224,-0.13991335798839202,0.35664365344705357,lösch+fahrzeug+e feuer+wehr+en
feuer+wehr+en los,5.024780973475923,-0.04018906893430763,-0.04655824834786393,-0.06345433229919113,0.1619692978258095,feuer+wehr+en los
Beverly,4.877390328878921,-0.025504683999612875,-0.03230808007865377,-0.04992486746073599,0.12010043332753403,Beverly
angeles beverly,4.877390328878921,-0.025504683999612875,-0.03230808007865377,-0.04992486746073599,0.12010043332753403,angeles beverly
Hills,11.916078504500444,0.1007289670772905,-0.024407787753357175,0.00608447108413024,-0.10515403540533404,Hills
beverly hills,4.809440123087091,-0.020264073722536493,-0.027296508587373976,-0.045250448806120114,0.10481917357889557,beverly hills
hills malibu,4.757679507635995,-0.0168511609063251,-0.024063956165859796,-0.0422627564195136,0.09479383845063862,hills malibu
Santa,4.686181216256223,-0.012857747034218754,-0.020321475792026693,-0.038831024263485926,0.08300699926997061,Santa
malibu santa,4.686181216256223,-0.012857747034218754,-0.020321475792026693,-0.038831024263485926,0.08300699926997061,malibu santa
Monica,4.650973007062112,-0.01116121399697627,-0.01874719641640219,-0.03739565754288273,0.07798592169524213,Monica
santa monica,4.650973007062112,-0.01116121399697627,-0.01874719641640219,-0.03739565754288273,0.07798592169524213,santa monica
derweil,4.581553852434494,-0.008262421212227533,-0.016083165225466163,-0.03497578638287515,0.06939452743662292,derweil
monica derweil,4.581553852434494,-0.008262421212227533,-0.016083165225466163,-0.03497578638287515,0.06939452743662292,monica derweil
Boden,19.10631961238256,-0.0515208004680708,0.08267654879212082,-0.045213323951974,0.014680135338393293,Boden
derweil boden,4.5286176085650425,-0.006395822493754969,-0.014387607165192485,-0.03343975048166979,0.06385773885272235,derweil boden
boden einsatz,4.488475563338428,-0.005150328342340841,-0.013266088383921652,-0.032424439269185486,0.06016266831709802,boden einsatz
Ausbreiten,7.094334725605529,-0.1146382800669061,0.06356483933200253,0.0034545680904606315,0.04164406869516933,Ausbreiten
einsatz aus+breit+en,4.422882214255488,-0.0033867663153191122,-0.011692967065985207,-0.030999663698176676,0.054931130622841266,einsatz aus+breit+en
aus+breit+en flamme+n,6.889393461953007,-0.10435068263074539,0.03587416835909218,0.016393569090206735,0.04750748275992653,aus+breit+en flamme+n
verhindern,19.685317031412165,0.08650338889770526,0.026682616531815362,-0.038474648541084955,-0.08812712516068447,verhindern
flamme+n verhinder+n,4.32877241670734,-0.00134595302344968,-0.009896234179951157,-0.029369091202953116,0.048879571534748256,flamme+n verhinder+n
Bis,16.920867001581588,-0.18283648739018044,-0.0502588166886025,0.0838865030832238,0.12403439830107484,Bis
Mittwochmorgen,4.276962089827627,-0.0004251860830907336,-0.00909418420571938,-0.028639798134278617,0.046150518653474804,Mittwochmorgen
bis mittwoch+morgen,4.276962089827627,-0.0004251860830907336,-0.00909418420571938,-0.028639798134278617,0.046150518653474804,bis mittwoch+morgen
brannten,14.258719259807718,-0.18051323779771977,0.013973164895372338,0.06703916098901769,0.07782402206879985,brannten
mittwoch+morgen brenn+en,4.23186022184087,0.00027764511337699174,-0.008485340891449412,-0.028086055864259593,0.04406804865879279,mittwoch+morgen brenn+en
+3930,4.186964026199141,0.0008965620323217158,-0.007951222093098351,-0.027600932206114183,0.04223475948673914,+3930
brenn+en +3930,4.186964026199141,0.0008965620323217158,-0.007951222093098351,-0.027600932206114183,0.04223475948673914,brenn+en +3930
+3930 chars,4.170898413787995,0.0011001620825445407,-0.007775831467168819,-0.027441965886644396,0.04163181051651288,+3930 chars
Experte,14.386323453377381,0.23419123755237053,0.023914659509654015,-0.1472592840949585,-0.1615367821832897,Experte
experte wald+brand,17.250860445084648,-0.19867310784096864,-0.04156467124673486,0.11219955234357504,0.0926422687761976,experte wald+brand
schlimmer,7.968326627881093,-0.12962200623655679,-0.07909118625818602,0.1687756725509805,-0.01252759248778862,schlimmer
angeles schlimm+er,7.179673747831728,-0.16059262643535566,-0.03454120588950297,0.08217812057155963,0.09169297640219856,angeles schlimm+er
Mindestens,33.59852864698108,0.2879600497287636,-0.03867955395788517,0.093144287423497,-0.6140696433671723,Mindestens
schlimm+er mindestens,6.6936228406989144,-0.15617421687990352,-0.033741862598102974,0.07884804387494002,0.09124377448075363,schlimm+er mindestens
52.000,10.393050047753533,-0.10939227037159856,-0.026498438777842893,0.0635613663813324,0.060518994298688206,52.000
mindestens 52.000,10.062422944496696,-0.17842297776423427,-0.037789050842359125,0.0958906994756428,0.09284832739299861,mindestens 52.000
52.000 mensch+en,10.038692602537143,-0.10655506668232391,-0.025982076445632937,0.06160909437817423,0.05979058886390585,52.000 mensch+en
mensch+en darunter,9.288511167328444,-0.17464619168816664,-0.037096832302185405,0.09294302270378632,0.09269903420057672,mensch+en darunter
darunter prominent+e,8.803322157484407,-0.1719705653193033,-0.03660809622690163,0.09087008578525597,0.09256070669403707,darunter prominent+e
prominent+e müss+en,8.460664277192151,-0.16991083172389712,-0.03623268160997114,0.08928241981047774,0.09243646797512368,prominent+e müss+en
müss+en flamme+n,8.101153159662568,-0.16757603134725985,-0.03580789568463599,0.0874907785515672,0.09227752823412802,müss+en flamme+n
flamme+n flieh+en,8.744499131805775,0.019001925905793637,-0.0025108916544195324,-0.010682610869247343,-0.005098710185188175,flamme+n flieh+en
Retter,7.622026860095647,-0.16414440406716768,-0.03518481916308873,0.08487196868781217,0.0920101938203465,Retter
für retter,7.622026860095647,-0.16414440406716768,-0.03518481916308873,0.08487196868781217,0.0920101938203465,für retter
vielerorts,22.860544873552573,-0.06969169406802186,0.0023033429044704784,0.04238269649691045,0.017403801119410055,vielerorts
retter vielerorts,7.446119493162604,-0.16278004351709854,-0.03493744958807614,0.08383525779121212,0.09189310842958207,retter vielerorts
Durchkommen,7.21899000561334,-0.1609250736499353,-0.03460140215500544,0.08242959291520363,0.09172436357991458,Durchkommen
vielerorts durch+komm+en,7.21899000561334,-0.1609250736499353,-0.03460140215500544,0.08242959291520363,0.09172436357991458,vielerorts durch+komm+en
Washington,5.663578560867835,0.09839496108061054,-0.010979092055582665,-0.00615283983491363,-0.1012229868198283,Washington
spielen,7.336438269463482,-0.009663557118895074,-0.01789827218054362,0.019613294957086806,0.005662054239996188,spielen
pazifikküste spiel+en,3.971137846037414,-0.11188323661000839,-0.025697432107990636,0.04614932775425199,0.0840706040492255,pazifikküste spiel+en
dram…,3.939820906968103,-0.11101610910820629,-0.02553788276769531,0.04551303916090179,0.08389077366570068,dram…
spiel+en dram…,3.939820906968103,-0.11101610910820629,-0.02553788276769531,0.04551303916090179,0.08389077366570068,spiel+en dram…
+5981,3.923584464021337,-0.11056100822567796,-0.025454097804441616,0.04517905410953372,0.08379588533540035,+5981
dram… +5981,3.923584464021337,-0.11056100822567796,-0.025454097804441616,0.04517905410953372,0.08379588533540035,dram… +5981
+5981 chars,3.909997921057114,-0.11017723237263187,-0.02538341825458503,0.04489739099027047,0.08371559871310173,+5981 chars
Schlimmste,4.946342330565328,0.16960150289373513,0.011766067907547993,-0.07374877345222818,-0.13992681830626189,Schlimmste
der schlimm+st+e,4.492581685556077,0.09118853734841167,0.00886705447064662,-0.060145472837476496,-0.04370596014251291,der schlimm+st+e
kommt,47.83917284939119,0.04150226413774961,0.0042740254412361985,-0.014235374867631262,-0.03513598182597476,kommt
schlimm+st+e komm+t,4.551668021050354,0.09894771590548015,0.01038613105895123,-0.06474235328650223,-0.049810147038735916,schlimm+st+e komm+t
erst,17.05807008340502,-0.14313797701206818,-0.022372113770077858,0.08386475451857993,0.061265903439584206,erst
komm+t erst,4.5870569493894155,0.10382619003387263,0.011362627590005045,-0.06770987841022819,-0.053650946020754126,komm+t erst
erst hollywood,4.673762596626898,0.11648065874199377,0.013968133118853815,-0.07567088192431054,-0.06364408430833271,erst hollywood
hollywood brenn+t,4.7531633865908125,0.1288749758085551,0.01661516067286382,-0.08381781606113138,-0.07350208358122944,hollywood brenn+t
feuer+sturm bedroh+t,4.957896703639546,0.16355820953687009,0.024469465554543282,-0.10832257018612361,-0.10168834503283727,feuer+sturm bedroh+t
Promi-Villen,5.084225124657041,0.18611335192312575,0.0298946611571553,-0.1255418825010085,-0.12066023109343268,Promi-Villen
bedroh+t promi+-+villa+en,5.084225124657041,0.18611335192312575,0.0298946611571553,-0.1255418825010085,-0.12066023109343268,bedroh+t promi+-+villa+en
promi+-+villa+en verheerend+e,5.426557205460647,0.24708297219724576,0.04565859373469182,-0.17706689008176993,-0.1753492009320761,promi+-+villa+en verheerend+e
wald+brand+e kalifornien,60.131869195950316,0.632750168349534,0.15596910756680854,-0.6545635726869411,-0.8463760414994969,wald+brand+e kalifornien
zwingen,9.782911536702679,0.5495129453495587,0.11313270614038426,-0.6088880248710334,-0.4722764703269136,zwingen
kalifornien zwing+en,5.267611019252702,0.16574139251478376,0.02213690791102342,-0.10079271884955003,-0.11159470623371617,kalifornien zwing+en
Stars,8.64320957808289,0.41620837192547244,0.036088902946411885,-0.5845062155819942,-0.056043167662705826,Stars
zwing+en star+s,5.209852293050786,0.1390244017181876,0.014858950394589367,-0.07828372750382181,-0.0926530464516988,zwing+en star+s
Steven,5.1758760276573845,0.11278866873636305,0.007575339066042501,-0.05626134180238855,-0.07578753128309283,Steven
star+s steven,5.1758760276573845,0.11278866873636305,0.007575339066042501,-0.05626134180238855,-0.07578753128309283,star+s steven
Spielberg,5.168668846607508,0.09740949394766293,0.0031486525990637015,-0.043147620694496354,-0.06686473640597985,Spielberg
steven spielberg,5.168668846607508,0.09740949394766293,0.0031486525990637015,-0.043147620694496354,-0.06686473640597985,steven spielberg
Harrison,5.183116328751265,0.07110014730625641,-0.0049782625311628964,-0.019687025785065523,-0.053774366691781095,Harrison
spielberg harrison,5.183116328751265,0.07110014730625641,-0.0049782625311628964,-0.019687025785065523,-0.053774366691781095,spielberg harrison
Ford,5.209161265904733,0.05605623742342657,-0.010165241651887123,-0.005185176043878714,-0.047940798059397514,Ford
harrison ford,5.209161265904733,0.05605623742342657,-0.010165241651887123,-0.005185176043878714,-0.047940798059397514,harrison ford
Millionen-Anwesen,5.25799654979584,0.038459053903020124,-0.01706641069834126,0.013487598680662492,-0.04326051374776855,Millionen-Anwesen
ford million+en+-+anwesen,5.25799654979584,0.038459053903020124,-0.01706641069834126,0.013487598680662492,-0.04326051374776855,ford million+en+-+anwesen
million+en+-+anwesen verlass+en,5.421359128869085,0.0014793370756123385,-0.036451559885194496,0.06232485529103692,-0.04444276053591455,million+en+-+anwesen verlass+en
Hollywood-Metropole,5.6547912592375,-0.026458223195416852,-0.03643203783385651,0.06608199160619757,-0.01766865914577717,Hollywood-Metropole
häng+t hollywood+-+metropole,5.6547912592375,-0.026458223195416852,-0.03643203783385651,0.06608199160619757,-0.01766865914577717,häng+t hollywood+-+metropole
zahlreiche,8.404980874861565,0.08430644684811762,-0.02692588401329282,0.015570654547800867,-0.09323758518666858,zahlreiche
hollywood+-+metropole zahlreich+e,5.772531919090941,-0.026517921402467563,-0.023020429005459003,0.03651993400717031,0.007683304966537902,hollywood+-+metropole zahlreich+e
flucht darunter,6.317432902275666,-0.04437423475988384,-0.014492031180941802,0.020681860607973147,0.037836170390565804,flucht darunter
Promis,14.148923463503188,0.1650760068203044,0.01810862973308309,-0.07524193012581201,-0.1394199656495969,Promis
viel+e promi+s,6.85374293693002,-0.06288893567031734,-0.01795236391178882,0.03239815139528416,0.04570897133976921,viel+e promi+s
entzünd+et flamme+n,8.992636896748142,-0.11145932427938983,-0.026723378359803745,0.06234263235872941,0.06428836548019494,entzünd+et flamme+n
lode…,8.205364613426783,-0.10106373716660094,-0.024855508599112227,0.055594174376799775,0.06108092896707466,lode…
flamme+n lode…,8.205364613426783,-0.10106373716660094,-0.024855508599112227,0.055594174376799775,0.06108092896707466,flamme+n lode…
+3897,7.712942052139724,-0.09369729409940167,-0.02352134908739547,0.050768810837488465,0.05874554787663033,+3897
lode… +3897,7.712942052139724,-0.09369729409940167,-0.02352134908739547,0.050768810837488465,0.05874554787663033,lode… +3897
+3897 chars,7.380016491686554,-0.08829195878559845,-0.02253619999145905,0.047200472200532695,0.057003431876412734,+3897 chars
Kalifornische,7.6578102525231255,0.740011571869536,0.2098693670662141,-0.9295469628721847,-1.2905820115738886,Kalifornische
kalifornisch+e wald+brand+e,12.779148757991765,0.8357827236163007,0.25848251248596343,-1.4226446014116552,-1.8026707758813394,kalifornisch+e wald+brand+e
bedroh+en villa,3.097255577559704,0.46131227586778073,0.12021297548646433,-0.4763423945894221,-0.38537235832859656,bedroh+en villa
aurora thomas+-+mann+-+haus,3.6225165191065716,0.5520410912220214,0.1541436252033934,-0.6329949281091749,-0.5420248918483493,aurora thomas+-+mann+-+haus
thomas+-+mann+-+haus der,2.726405519813612,0.36711236168042866,0.08845526857328445,-0.3488100549973647,-0.25784001873653933,thomas+-+mann+-+haus der
verheerenden,121.29545797179395,0.37656063279066515,0.0701923763745463,-0.25132297073265886,-0.3756299560713144,verheerenden
der verheerend+en,45.463043103290296,0.3578548211753819,0.050335402380295394,-0.20797182132661712,-0.3607875057370036,der verheerend+en
verheerend+en brand+e,23.313474336607342,-0.08124559968078064,-0.028457165951781785,0.07262742981720285,0.02292770342027581,verheerend+en brand+e
brand+e großraum,2.8664264534732484,0.40673581329594827,0.10137996080827555,-0.398892088547332,-0.30792205228650643,brand+e großraum
angeles bedroh+en,5.466856856568906,0.5699157016755944,0.09854703990464453,-1.0445298091596629,-0.1632933193739059,angeles bedroh+en
inzwischen,11.744695569619369,0.5490519074526112,0.04054125729866473,-0.0415943860919382,-1.7182576342828024,inzwischen
bedroh+en inzwischen,2.5248607284639752,0.2983546127848891,0.06749742917591402,-0.27201187692917883,-0.1810418406683534,bedroh+en inzwischen
bedeutende,2.4931371637248465,0.28596932172307554,0.0639165644416661,-0.25936779533959636,-0.16839775907877083,bedeutende
inzwischen bedeut+end+e,2.4931371637248465,0.28596932172307554,0.0639165644416661,-0.25936779533959636,-0.16839775907877083,inzwischen bedeut+end+e
Kultureinrichtungen,2.4744318814000335,0.278434447365702,0.06176654107037622,-0.2518367995700153,-0.16086676330918984,Kultureinrichtungen
bedeut+end+e kultur+einrichtung+en,2.4744318814000335,0.278434447365702,0.06176654107037622,-0.2518367995700153,-0.16086676330918984,bedeut+end+e kultur+einrichtung+en
kultur+einrichtung+en darunter,2.4440028276861705,0.26578912494772855,0.05820633044823675,-0.23946317106677917,-0.1484931348059538,kultur+einrichtung+en darunter
darunter villa,3.097255577559704,0.46131227586778073,0.12021297548646433,-0.4763423945894221,-0.38537235832859656,darunter villa
thomas+-+mann+-+haus pacific,2.3867367774345047,0.2405910873138148,0.051289477768546435,-0.2157530406600532,-0.1247830043992277,thomas+-+mann+-+haus pacific
Kulturstaatsministerin,2.3713321773577802,0.23347778512467765,0.049379157014934484,-0.20927787014591845,-0.11830783388509282,Kulturstaatsministerin
Roth,2.354953257809827,0.2257487619454894,0.04732435129513962,-0.20234685197466937,-0.11137681571384406,Roth
kultur+staat+s+minister+in roth,2.354953257809827,0.2257487619454894,0.04732435129513962,-0.20234685197466937,-0.11137681571384406,kultur+staat+s+minister+in roth
zeigt,20.720064811079077,0.014166760198040945,0.04063293229331845,-0.019120272977630245,-0.0400475713262171,zeigt
roth zeig+t,2.3516727451418387,0.22417966068786022,0.04690983863149327,-0.20095285415238087,-0.10998281789155541,roth zeig+t
besorgt,2.3447663594632666,0.22085284325873167,0.04603392537546513,-0.19801173621038382,-0.10704169994955852,besorgt
zeig+t besorg+t,2.3447663594632666,0.22085284325873167,0.04603392537546513,-0.19801173621038382,-0.10704169994955852,zeig+t besorg+t
mensch+en bereits,2.324732934615854,0.211018977543568,0.04346803184399195,-0.18943113837676073,-0.0984611021159352,mensch+en bereits
bereits flucht,2.316889057435401,0.20709225347474655,0.04245311343776999,-0.18605133508358102,-0.0950812988227555,bereits flucht
flucht viele,2.313175283649607,0.20521775316504146,0.04197055663337671,-0.1844471350947056,-0.09347709883388026,flucht viele
verletzt,31.13707408721729,0.011018173803210964,-0.03559174968760265,0.05527643727752312,-0.04669685617678442,verletzt
viele verletz+t,2.310474404600759,0.2038482426978562,0.041618789243613404,-0.18327884617224938,-0.09230880991142376,viele verletz+t
der dienstag,2.303186816899381,0.2001264107850899,0.04066617035891466,-0.1801197092471764,-0.08914967298635094,der dienstag
entfachten,14.640663258133724,-0.08565295501614745,-0.03132379060953669,0.039870243043186655,0.0728798398032488,entfachten
dienstag entfach+t+en,2.299531299281111,0.19824474876931333,0.04018641488719851,-0.17853129201431872,-0.0875612557534932,dienstag entfach+t+en
entfach+t+en verheerend+en,2.2952385012315175,0.1960223146426384,0.03962138351670417,-0.17666273298524837,-0.08569269672442303,entfach+t+en verheerend+en
deren,3.697069672674655,0.562260148851309,0.1581639734075573,-0.6533664982768813,-0.5623964620160556,deren
angeles der,18.691770086665542,0.03813170632897453,-0.005004168735279036,-0.024506823337041034,-0.006978365361242034,angeles der
zunehmend,7.6690052700642255,-0.009271683992038959,0.07945173731930319,-0.042768418727031,-0.03094598248392915,zunehmend
ausmaß zu+nehm+end,2.275309920481129,0.18552099375212375,0.03697498739664848,-0.1679422446745611,-0.07697220841373573,ausmaß zu+nehm+end
unüberschaubarer,2.2722657405449405,0.18388963911359762,0.036567335531160976,-0.1666034300542862,-0.0756333937934609,unüberschaubarer
zu+nehm+end un+überschaubar+er,2.2722657405449405,0.18388963911359762,0.036567335531160976,-0.1666034300542862,-0.0756333937934609,zu+nehm+end un+überschaubar+er
un+überschaubar+er bedroh+en,2.2656306603986227,0.180308359387666,0.035675672231300054,-0.16367913020765346,-0.072709093946828,un+überschaubar+er bedroh+en
jetzt…,2.263163279991388,0.17896755928919228,0.035342986555853835,-0.16258948882240074,-0.07161945256157534,jetzt…
bedroh+en jetzt…,2.263163279991388,0.17896755928919228,0.035342986555853835,-0.16258948882240074,-0.07161945256157534,bedroh+en jetzt…
+2199,2.2610268031836673,0.17780258451169936,0.03505443312242191,-0.16164502056299634,-0.07067498430217094,+2199
jetzt… +2199,2.2610268031836673,0.17780258451169936,0.03505443312242191,-0.16164502056299634,-0.07067498430217094,jetzt… +2199
+2199 char+s,2.259458144709348,0.17694485901760476,0.0348422826651176,-0.1609509983262827,-0.06998096206545722,+2199 char+s
Heftige,5.3205786496706935,0.5743116603600735,0.16429227313811695,-1.0174080389407871,-0.2982743004762088,Heftige
treib+en zehntausend+e,3.1434420931099614,0.3263655713702787,0.14484247715780849,-0.49114438028674384,-0.12139844346155673,treib+en zehntausend+e
Drei,20.038926867477524,-0.04779014025496657,-0.005346879205951873,-0.022988450736313993,0.08439345219518402,Drei
flucht drei,3.20822547193897,0.3341311888556632,0.1483184132087826,-0.5115439445717285,-0.1224040395926883,flucht drei
außer,27.134023854210305,0.23746928931211891,0.009974460438055733,-0.16495419795505184,-0.12566437678538334,außer
drei außer,4.511162619870715,0.4418185320612627,0.24928035473507645,-0.8523808801712537,-0.2390679097997715,drei außer
außer kontrolle,27.348395585971346,0.2668809066062801,0.019092126357148523,-0.19759396811674035,-0.1465687851173992,außer kontrolle
geratene,5.330190354059796,0.5444630986250749,0.25079522343914273,-1.0192129240143444,-0.38600081143807935,geratene
kontrolle gerat+en+e,5.330190354059796,0.5444630986250749,0.25079522343914273,-1.0192129240143444,-0.38600081143807935,kontrolle gerat+en+e
gerat+en+e wald+brand+e,7.154826835667879,0.681401704414648,0.26702621864009163,-1.3136131836192466,-0.7159381222759459,gerat+en+e wald+brand+e
wald+brand+e großraum,21.353042013863902,0.3454380467087772,0.089623931055698,-0.2960585879819206,-0.27845505612137406,wald+brand+e großraum
angeles panik,4.250267558799074,0.37053949903874983,0.20579612021024266,-0.7928079087333202,-0.06504467500344828,angeles panik
panik aus+ge+lös+t,4.176334765408232,0.349337925606612,0.19998811295537922,-0.7752599842647206,-0.03132919419001504,panik aus+ge+lös+t
zehntausende,4.060891654099046,0.3044566426175584,0.18604018506448755,-0.7472285415041168,0.04107417604249978,zehntausende
aus+ge+lös+t zehntausend+e,4.060891654099046,0.3044566426175584,0.18604018506448755,-0.7472285415041168,0.04107417604249978,aus+ge+lös+t zehntausend+e
1400,8.935919998381381,-0.03856170026405959,-0.008655009139074087,-0.22169929486958312,0.2690574663745547,1400
mehr 1400,8.935919998381381,-0.03856170026405959,-0.008655009139074087,-0.22169929486958312,0.2690574663745547,mehr 1400
1400 feuer+wehr+leute,4.9153445796016175,-0.07076199566237928,-0.08153073781814747,-0.9381878316608372,0.6683326264941462,1400 feuer+wehr+leute
feuer+wehr+leute kampf,3.066388022893306,0.056338241720791764,0.1531403696474438,-0.46632630192569696,0.20290561557667056,feuer+wehr+leute kampf
flamme+n einsatz,3.102894709100454,0.08233158052493221,0.25084062040665617,-0.4781614256886565,0.06378406628990813,flamme+n einsatz
einsatz heftig+e,3.2789461847004553,0.05692030891328626,0.362931664689946,-0.5333480583876515,-0.035939907250494105,einsatz heftig+e
heftig+e windbö+en,3.6221298764922625,-0.02641132703622782,0.5160754023545944,-0.6328881892585635,-0.15195777387700915,heftig+e windbö+en
Mittwoch,27.227877768002447,0.08376435096276919,-0.0011698994390407825,-0.08937205392729558,0.012791220197794946,Mittwoch
windbö+en mittwoch,3.2468647028564313,0.1107199434753198,0.3339132175290273,-0.5235157966661661,-0.06363801891152182,windbö+en mittwoch
mittwoch brand+e,3.1767004105538517,0.16879687243065106,0.27285467757015325,-0.5016690241285054,-0.06086874745702085,mittwoch brand+e
brand+e kopier+e,3.8402288164461185,0.39014775309204164,0.2562603817723266,-0.6913579252075722,-0.2620262351224376,brand+e kopier+e
link drei,3.3123445841058343,0.3021928884544895,0.2152924088566863,-0.5434822449729022,-0.14330208581512507,link drei
waren…,3.0305745834473017,0.07831989629431503,0.027062975737841485,-0.4545782058112886,0.2980101733369267,waren…
feuer+wehr+leute waren…,3.0305745834473017,0.07831989629431503,0.027062975737841485,-0.4545782058112886,0.2980101733369267,feuer+wehr+leute waren…
+3937,2.9508375499504362,0.09474952558659659,0.04586088769549206,-0.427915018059892,0.2488167739239635,+3937
waren… +3937,2.9508375499504362,0.09474952558659659,0.04586088769549206,-0.427915018059892,0.2488167739239635,waren… +3937
+3937 char+s,2.907772948070077,0.10222711039666982,0.05497427437593569,-0.41321345100972545,0.22295736028048083,+3937 char+s
breit+en rasant,4.497853219256081,0.4320523371784608,0.09661344265191667,-0.30129491264014624,-0.49606537488392183,breit+en rasant
rasant zwei,3.137099250454909,0.23907349360902536,0.09145134095938035,-0.2585132685998593,-0.1291271532110202,rasant zwei
Personen,22.146748403104155,0.026981838464715933,0.04787732987778744,0.04175280921149175,-0.1531815672725777,Personen
zwei person+en,4.134994226924172,0.20209378790320834,0.06358639033471619,-0.35332806353710433,0.0539324302521288,zwei person+en
kommen,14.904000365074129,0.41630220917761157,0.16544206048672602,-0.4799854047781304,-0.3537351610062841,kommen
